State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions,Broad Condition Group
Missouri,Diabetes,Diabetes,3,151,153,0
Missouri,Diabetes,Diabetes,4,362,365,0
Missouri,Diabetes,Diabetes,5,550,555,0
Missouri,Diabetes,Diabetes,6,612,616,0
Missouri,Diabetes,Diabetes,7,432,436,0
Missouri,Obesity,Obesity,1,36,36,0
Missouri,Obesity,Obesity,2,90,90,0
Missouri,Obesity,Obesity,3,129,129,0
Missouri,Obesity,Obesity,4,205,205,0
Missouri,Obesity,Obesity,5,179,179,0
Missouri,Obesity,Obesity,6,86,86,0
Missouri,Obesity,Obesity,7,18,18,0
Missouri,Alzheimer disease,Alzheimer disease,0,0,0,0
Missouri,Alzheimer disease,Alzheimer disease,1,0,0,0
Missouri,Alzheimer disease,Alzheimer disease,2,0,0,0
Missouri,Alzheimer disease,Alzheimer disease,3,0,0,0
Missouri,Alzheimer disease,Alzheimer disease,5,47,47,0
Missouri,Alzheimer disease,Alzheimer disease,6,246,246,0
Missouri,Alzheimer disease,Alzheimer disease,7,522,522,0
Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,4,14,14,0
Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,5,116,117,0
Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,6,432,433,0
Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,7,957,961,0
Missouri,Renal failure,Renal failure,1,14,14,0
Missouri,Renal failure,Renal failure,2,67,67,0
Missouri,Renal failure,Renal failure,3,193,196,0
Missouri,Renal failure,Renal failure,4,454,471,0
Missouri,Renal failure,Renal failure,5,737,770,0
Missouri,Renal failure,Renal failure,6,726,776,0
Missouri,Renal failure,Renal failure,7,578,618,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0,16,44,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",1,16,39,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,14,33,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,32,61,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,57,106,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,95,155,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,125,222,0
Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,138,279,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),0,50,92,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),1,87,134,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),2,220,369,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),3,504,769,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),4,1371,2111,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),5,2145,3363,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),6,2476,3797,0
Missouri,All other conditions and causes (residual),All other conditions and causes (residual),7,2407,3682,0
Missouri,COVID-19,COVID-19,0,95,95,0
Missouri,COVID-19,COVID-19,1,190,190,0
Missouri,COVID-19,COVID-19,2,530,530,0
Missouri,COVID-19,COVID-19,3,1295,1295,0
Missouri,COVID-19,COVID-19,4,3227,3227,0
Missouri,COVID-19,COVID-19,5,5184,5184,0
Missouri,COVID-19,COVID-19,6,6211,6211,0
Missouri,COVID-19,COVID-19,7,6494,6494,0
Montana,Respiratory diseases,Influenza and pneumonia,1,11,13,2
Montana,Respiratory diseases,Influenza and pneumonia,2,49,50,2
Montana,Respiratory diseases,Influenza and pneumonia,3,103,119,2
Montana,Respiratory diseases,Influenza and pneumonia,4,288,315,2
Montana,Respiratory diseases,Influenza and pneumonia,5,478,511,2
Montana,Respiratory diseases,Influenza and pneumonia,6,522,555,2
Montana,Respiratory diseases,Influenza and pneumonia,7,360,377,2
Montana,Respiratory diseases,Chronic lower respiratory diseases,3,15,16,2
Montana,Respiratory diseases,Chronic lower respiratory diseases,4,84,90,2
Montana,Respiratory diseases,Chronic lower respiratory diseases,5,159,170,2
Montana,Respiratory diseases,Chronic lower respiratory diseases,6,217,227,2
Montana,Respiratory diseases,Chronic lower respiratory diseases,7,135,141,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,0,0,0,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,2,17,17,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,3,26,26,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,4,67,67,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,5,101,101,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,6,74,74,2
Montana,Respiratory diseases,Adult respiratory distress syndrome,7,30,30,2
Montana,Respiratory diseases,Respiratory failure,1,12,12,2
Montana,Respiratory diseases,Respiratory failure,2,41,41,2
Montana,Respiratory diseases,Respiratory failure,3,117,120,2
Montana,Respiratory diseases,Respiratory failure,4,280,296,2
Montana,Respiratory diseases,Respiratory failure,5,545,569,2
Montana,Respiratory diseases,Respiratory failure,6,573,606,2
Montana,Respiratory diseases,Respiratory failure,7,410,438,2
Montana,Respiratory diseases,Respiratory arrest,0,0,0,2
Montana,Respiratory diseases,Respiratory arrest,4,12,12,2
Montana,Respiratory diseases,Respiratory arrest,5,16,16,2
Montana,Respiratory diseases,Respiratory arrest,6,29,29,2
Montana,Respiratory diseases,Respiratory arrest,7,24,24,2
Montana,Respiratory diseases,Other diseases of the respiratory system,3,10,11,2
Montana,Respiratory diseases,Other diseases of the respiratory system,4,43,48,2
Montana,Respiratory diseases,Other diseases of the respiratory system,5,92,102,2
Montana,Respiratory diseases,Other diseases of the respiratory system,6,88,92,2
Montana,Respiratory diseases,Other diseases of the respiratory system,7,73,83,2
Montana,Circulatory diseases,Hypertensive diseases,2,12,12,1
Montana,Circulatory diseases,Hypertensive diseases,3,32,32,1
Montana,Circulatory diseases,Hypertensive diseases,4,98,99,1
Montana,Circulatory diseases,Hypertensive diseases,5,182,182,1
Montana,Circulatory diseases,Hypertensive diseases,6,203,205,1
Montana,Circulatory diseases,Hypertensive diseases,7,184,184,1
Montana,Circulatory diseases,Ischemic heart disease,0,0,0,1
Montana,Circulatory diseases,Ischemic heart disease,3,21,24,1
Montana,Circulatory diseases,Ischemic heart disease,4,56,63,1
Montana,Circulatory diseases,Ischemic heart disease,5,125,138,1
Montana,Circulatory diseases,Ischemic heart disease,6,202,228,1
Montana,Circulatory diseases,Ischemic heart disease,7,146,162,1
Montana,Circulatory diseases,Cardiac arrest,3,19,19,1
Montana,Circulatory diseases,Cardiac arrest,4,36,36,1
Montana,Circulatory diseases,Cardiac arrest,5,57,57,1
Montana,Circulatory diseases,Cardiac arrest,6,63,63,1
Montana,Circulatory diseases,Cardiac arrest,7,36,36,1
Montana,Circulatory diseases,Cardiac arrhythmia,1,0,0,1
Montana,Circulatory diseases,Cardiac arrhythmia,4,43,44,1
Montana,Circulatory diseases,Cardiac arrhythmia,5,70,74,1
Montana,Circulatory diseases,Cardiac arrhythmia,6,149,152,1
Montana,Circulatory diseases,Cardiac arrhythmia,7,129,137,1
Montana,Circulatory diseases,Heart failure,0,0,0,1
Montana,Circulatory diseases,Heart failure,4,23,23,1
Montana,Circulatory diseases,Heart failure,5,59,59,1
Montana,Circulatory diseases,Heart failure,6,107,107,1
Montana,Circulatory diseases,Heart failure,7,146,146,1
Montana,Circulatory diseases,Cerebrovascular diseases,0,0,0,1
Montana,Circulatory diseases,Cerebrovascular diseases,1,0,0,1
Montana,Circulatory diseases,Cerebrovascular diseases,4,21,23,1
Montana,Circulatory diseases,Cerebrovascular diseases,5,59,62,1
Montana,Circulatory diseases,Cerebrovascular diseases,6,71,72,1
Montana,Circulatory diseases,Cerebrovascular diseases,7,59,60,1
Montana,Circulatory diseases,Other diseases of the circulatory system,2,10,12,1
Montana,Circulatory diseases,Other diseases of the circulatory system,3,30,33,1
Montana,Circulatory diseases,Other diseases of the circulatory system,4,76,89,1
Montana,Circulatory diseases,Other diseases of the circulatory system,5,128,144,1
Montana,Circulatory diseases,Other diseases of the circulatory system,6,136,154,1
Montana,Circulatory diseases,Other diseases of the circulatory system,7,104,126,1
Montana,Sepsis,Sepsis,3,21,21,0
Montana,Sepsis,Sepsis,4,61,61,0
Montana,Sepsis,Sepsis,5,86,86,0
Montana,Sepsis,Sepsis,6,77,77,0
Montana,Sepsis,Sepsis,7,44,44,0
Montana,Malignant neoplasms,Malignant neoplasms,0,0,0,0
Montana,Malignant neoplasms,Malignant neoplasms,1,0,0,0
Montana,Malignant neoplasms,Malignant neoplasms,3,11,13,0
Montana,Malignant neoplasms,Malignant neoplasms,4,35,40,0
Montana,Malignant neoplasms,Malignant neoplasms,5,78,87,0
Montana,Malignant neoplasms,Malignant neoplasms,6,109,120,0
Montana,Malignant neoplasms,Malignant neoplasms,7,68,74,0
Montana,Diabetes,Diabetes,0,0,0,0
Montana,Diabetes,Diabetes,2,14,14,0
Montana,Diabetes,Diabetes,3,43,45,0
Montana,Diabetes,Diabetes,4,109,110,0
Montana,Diabetes,Diabetes,5,198,199,0
Montana,Diabetes,Diabetes,6,206,211,0
Montana,Diabetes,Diabetes,7,116,117,0
Montana,Obesity,Obesity,2,29,29,0
Montana,Obesity,Obesity,3,47,47,0
Montana,Obesity,Obesity,4,76,76,0
Montana,Obesity,Obesity,5,96,96,0
Montana,Obesity,Obesity,6,53,53,0
Montana,Alzheimer disease,Alzheimer disease,0,0,0,0
Montana,Alzheimer disease,Alzheimer disease,1,0,0,0
Montana,Alzheimer disease,Alzheimer disease,2,0,0,0
Montana,Alzheimer disease,Alzheimer disease,6,36,36,0
Montana,Alzheimer disease,Alzheimer disease,7,55,55,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,3,0,0,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,5,37,38,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,6,119,119,0
Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,7,223,223,0
Montana,Renal failure,Renal failure,0,0,0,0
Montana,Renal failure,Renal failure,3,22,26,0
Montana,Renal failure,Renal failure,4,78,81,0
Montana,Renal failure,Renal failure,5,93,98,0
Montana,Renal failure,Renal failure,6,125,137,0
Montana,Renal failure,Renal failure,7,92,98,0
Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,10,32,0
Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,10,22,0
Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,19,26,0
Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,30,54,0
Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,35,73,0
Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,31,67,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),1,13,39,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),2,50,101,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),3,107,223,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),4,297,581,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),5,521,926,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),6,612,1030,0
Montana,All other conditions and causes (residual),All other conditions and causes (residual),7,541,995,0
Montana,COVID-19,COVID-19,1,27,27,0
Montana,COVID-19,COVID-19,2,91,91,0
Montana,COVID-19,COVID-19,3,199,199,0
Montana,COVID-19,COVID-19,4,520,520,0
Montana,COVID-19,COVID-19,5,932,932,0
Montana,COVID-19,COVID-19,6,1120,1120,0
Montana,COVID-19,COVID-19,7,1051,1051,0
Nebraska,Respiratory diseases,Influenza and pneumonia,1,35,42,2
Nebraska,Respiratory diseases,Influenza and pneumonia,2,64,70,2
Nebraska,Respiratory diseases,Influenza and pneumonia,3,147,160,2
Nebraska,Respiratory diseases,Influenza and pneumonia,4,315,341,2
Nebraska,Respiratory diseases,Influenza and pneumonia,5,521,562,2
Nebraska,Respiratory diseases,Influenza and pneumonia,6,581,606,2
Nebraska,Respiratory diseases,Influenza and pneumonia,7,603,619,2
Nebraska,Respiratory diseases,Chronic lower respiratory diseases,3,17,17,2
Nebraska,Respiratory diseases,Chronic lower respiratory diseases,4,66,72,2
Nebraska,Respiratory diseases,Chronic lower respiratory diseases,5,177,185,2
Nebraska,Respiratory diseases,Chronic lower respiratory diseases,6,250,262,2
Nebraska,Respiratory diseases,Chronic lower respiratory diseases,7,215,221,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,1,11,11,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,2,20,20,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,3,36,36,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,4,77,77,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,5,121,121,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,6,76,76,2
Nebraska,Respiratory diseases,Adult respiratory distress syndrome,7,48,48,2
Nebraska,Respiratory diseases,Respiratory failure,1,26,26,2
Nebraska,Respiratory diseases,Respiratory failure,2,52,54,2
Nebraska,Respiratory diseases,Respiratory failure,3,139,142,2
Nebraska,Respiratory diseases,Respiratory failure,4,307,318,2
Nebraska,Respiratory diseases,Respiratory failure,5,582,606,2
Nebraska,Respiratory diseases,Respiratory failure,6,636,664,2
Nebraska,Respiratory diseases,Respiratory failure,7,637,657,2
Nebraska,Respiratory diseases,Respiratory arrest,0,0,0,2
Nebraska,Respiratory diseases,Respiratory arrest,4,27,27,2
Nebraska,Respiratory diseases,Respiratory arrest,5,41,41,2
Nebraska,Respiratory diseases,Respiratory arrest,6,75,75,2
Nebraska,Respiratory diseases,Respiratory arrest,7,114,114,2
Nebraska,Respiratory diseases,Other diseases of the respiratory system,2,12,12,2
Nebraska,Respiratory diseases,Other diseases of the respiratory system,3,34,36,2
Nebraska,Respiratory diseases,Other diseases of the respiratory system,4,58,67,2
Nebraska,Respiratory diseases,Other diseases of the respiratory system,5,103,112,2
Nebraska,Respiratory diseases,Other diseases of the respiratory system,6,112,119,2
Nebraska,Respiratory diseases,Other diseases of the respiratory system,7,100,102,2
Nebraska,Circulatory diseases,Hypertensive diseases,0,0,0,1
Nebraska,Circulatory diseases,Hypertensive diseases,2,14,14,1
Nebraska,Circulatory diseases,Hypertensive diseases,3,43,43,1
Nebraska,Circulatory diseases,Hypertensive diseases,4,105,105,1
Nebraska,Circulatory diseases,Hypertensive diseases,5,205,209,1
Nebraska,Circulatory diseases,Hypertensive diseases,6,289,302,1
Nebraska,Circulatory diseases,Hypertensive diseases,7,479,502,1
Nebraska,Circulatory diseases,Ischemic heart disease,0,0,0,1
Nebraska,Circulatory diseases,Ischemic heart disease,3,19,19,1
Nebraska,Circulatory diseases,Ischemic heart disease,4,56,61,1
Nebraska,Circulatory diseases,Ischemic heart disease,5,124,135,1
Nebraska,Circulatory diseases,Ischemic heart disease,6,214,224,1
